name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
,3576,1019578756,1760,2181,1,34.76,1,5,800,footway,10,"LINESTRING (-111.9293689 33.4165610, -111.9289950 33.4165579)",walk;bike,0,0,,
,3577,1019578756,2181,2182,1,23.77,1,5,800,footway,10,"LINESTRING (-111.9289950 33.4165579, -111.9289589 33.4165258, -111.9287559 33.4165230)",walk;bike,0,0,,
,3578,1019578756,2182,2183,1,75.33,1,5,800,footway,10,"LINESTRING (-111.9287559 33.4165230, -111.9285832 33.4165245, -111.9285383 33.4165661, -111.9284261 33.4165660, -111.9280811 33.4165520, -111.9279681 33.4165498)",walk;bike,0,0,,
,3579,1019578756,2183,2083,1,75.61,1,5,800,footway,10,"LINESTRING (-111.9279681 33.4165498, -111.9277760 33.4165461, -111.9276120 33.4165416, -111.9274555 33.4165489, -111.9272959 33.4165773, -111.9271638 33.4166080)",walk;bike,0,0,,
,3580,1019578756,2083,1766,1,66.36,1,5,800,footway,10,"LINESTRING (-111.9271638 33.4166080, -111.9267250 33.4167068, -111.9265869 33.4167264, -111.9265380 33.4167284, -111.9264679 33.4167232)",walk;bike,0,0,,
,3581,1019578756,1766,2184,1,75.55,1,5,800,footway,10,"LINESTRING (-111.9264679 33.4167232, -111.9264527 33.4166961, -111.9264511 33.4166568, -111.9264713 33.4165943, -111.9264733 33.4160469)",walk;bike,0,0,,
,3582,1019578756,2184,2185,1,110.91,1,5,800,footway,10,"LINESTRING (-111.9264733 33.4160469, -111.9264740 33.4158846, -111.9264846 33.4152039, -111.9264559 33.4151797, -111.9264560 33.4150565)",walk;bike,0,0,,
,3583,1019578756,2185,1751,1,16.93,1,5,800,footway,10,"LINESTRING (-111.9264560 33.4150565, -111.9264576 33.4149408, -111.9264806 33.4149092)",walk;bike,0,0,,
,3584,1019787157,2186,1978,1,13.02,1,30,800,service,8,"LINESTRING (-111.9377215 33.4312373, -111.9377344 33.4312615, -111.9377560 33.4312811, -111.9377838 33.4312939, -111.9378151 33.4312987, -111.9378281 33.4312972)",walk;bike,0,0,,
,3585,1019787157,1978,1945,1,13.97,1,30,800,service,8,"LINESTRING (-111.9378281 33.4312972, -111.9378466 33.4312950, -111.9378750 33.4312831, -111.9378984 33.4312632, -111.9379125 33.4312379, -111.9379157 33.4312102)",walk;bike,0,0,,
,3586,1019787157,1945,495,1,9.27,1,30,800,service,8,"LINESTRING (-111.9379157 33.4312102, -111.9379077 33.4311832, -111.9378894 33.4311599, -111.9378628 33.4311431)",walk;bike,0,0,,
,3587,1019787157,495,2187,1,10.83,1,30,800,service,8,"LINESTRING (-111.9378628 33.4311431, -111.9378311 33.4311346, -111.9377977 33.4311353, -111.9377666 33.4311453, -111.9377539 33.4311542)",walk;bike,0,0,,
,3588,1019787157,2187,1818,1,8.87,1,30,800,service,8,"LINESTRING (-111.9377539 33.4311542, -111.9377422 33.4311623, -111.9377256 33.4311850, -111.9377184 33.4312108, -111.9377200 33.4312249)",walk;bike,0,0,,
,3589,1019787157,1818,2186,1,1.38,1,30,800,service,8,"LINESTRING (-111.9377200 33.4312249, -111.9377215 33.4312373)",walk;bike,0,0,,
West 3rd Street,3590,1019787159,424,2188,1,8.55,2,40,1000,residential,6,"LINESTRING (-111.9400670 33.4273849, -111.9401590 33.4273839)",auto;bike;walk,1,0,,
West 3rd Street,3591,1019787159,2188,424,1,8.55,2,40,1000,residential,6,"LINESTRING (-111.9401590 33.4273839, -111.9400670 33.4273849)",auto;bike;walk,1,0,,
West 3rd Street,3592,1019787159,2188,2189,1,13.11,2,40,1000,residential,6,"LINESTRING (-111.9401590 33.4273839, -111.9403000 33.4273837)",auto;bike;walk,1,0,,
West 3rd Street,3593,1019787159,2189,2188,1,13.11,2,40,1000,residential,6,"LINESTRING (-111.9403000 33.4273837, -111.9401590 33.4273839)",auto;bike;walk,1,0,,
,3594,1019787166,591,1811,1,9.9,1,30,800,service,8,"LINESTRING (-111.9374930 33.4305413, -111.9375006 33.4306304)",walk;bike,0,0,,
,3595,1019787166,1811,2187,1,63.23,1,30,800,service,8,"LINESTRING (-111.9375006 33.4306304, -111.9377095 33.4309793, -111.9377305 33.4310257, -111.9377462 33.4310845, -111.9377539 33.4311542)",walk;bike,0,0,,
South Rural Road,3596,1033824750,2190,2089,1,22.69,5,56,1800,primary,3,"LINESTRING (-111.9262933 33.4144000, -111.9262920 33.4146046)",auto;bike;walk,1,0,,
South Rural Road,3597,1033824750,2089,2190,1,22.69,3,56,1800,primary,3,"LINESTRING (-111.9262920 33.4146046, -111.9262933 33.4144000)",auto;bike;walk,1,0,,
South Rural Road,3598,1033824750,2089,202,1,9.88,5,56,1800,primary,3,"LINESTRING (-111.9262920 33.4146046, -111.9262920 33.4146937)",auto;bike;walk,1,0,,
South Rural Road,3599,1033824750,202,2089,1,9.88,3,56,1800,primary,3,"LINESTRING (-111.9262920 33.4146937, -111.9262920 33.4146046)",auto;bike;walk,1,0,,
,3600,1034514382,2191,1962,1,36.63,1,30,800,service,8,"LINESTRING (-111.9326918 33.4285270, -111.9327047 33.4284597, -111.9328410 33.4283422, -111.9329057 33.4282602)",walk;bike,1,0,,
,3601,1034514382,1962,2191,1,36.63,1,30,800,service,8,"LINESTRING (-111.9329057 33.4282602, -111.9328410 33.4283422, -111.9327047 33.4284597, -111.9326918 33.4285270)",walk;bike,1,0,,
,3602,1034514384,1819,1820,1,64.86,1,30,800,service,8,"LINESTRING (-111.9374081 33.4312274, -111.9373007 33.4310283, -111.9370043 33.4311179, -111.9369854 33.4312190)",walk;bike,1,0,,
,3603,1034514384,1820,1819,1,64.86,1,30,800,service,8,"LINESTRING (-111.9369854 33.4312190, -111.9370043 33.4311179, -111.9373007 33.4310283, -111.9374081 33.4312274)",walk;bike,1,0,,
West 13th Street,3604,1038991510,185,2099,1,11.06,2,30,1000,residential,6,"LINESTRING (-111.9401960 33.4147084, -111.9400771 33.4147098)",auto;bike;walk,0,0,,
West 13th Street,3605,1038991510,2099,2118,1,15.63,2,30,1000,residential,6,"LINESTRING (-111.9400771 33.4147098, -111.9399090 33.4147094)",auto;bike;walk,0,0,,
South McAllister Avenue,3606,1039338100,1976,1747,1,44.31,2,40,1200,tertiary,5,"LINESTRING (-111.9306642 33.4152742, -111.9306766 33.4151850, -111.9306837 33.4150881, -111.9306920 33.4148754)",auto;bike;walk,0,0,,
South McAllister Avenue,3607,1039338100,1747,605,1,10.28,2,40,1200,tertiary,5,"LINESTRING (-111.9306920 33.4148754, -111.9306617 33.4147862)",auto;bike;walk,0,0,,
South Rural Road,3608,1048412597,778,1454,1,9.08,3,56,1800,primary,3,"LINESTRING (-111.9263810 33.4245047, -111.9263820 33.4244228)",auto;bike;walk,0,0,,
South Rural Road,3609,1048412597,1454,478,1,45.27,3,56,1800,primary,3,"LINESTRING (-111.9263820 33.4244228, -111.9263865 33.4240145)",auto;bike;walk,0,0,,
South Rural Road,3610,1048412598,480,2192,1,49.86,3,56,1800,primary,3,"LINESTRING (-111.9263824 33.4233419, -111.9263933 33.4228923)",auto;bike;walk,0,0,,
South Rural Road,3611,1048412599,2192,755,1,16.2,5,56,1800,primary,3,"LINESTRING (-111.9263933 33.4228923, -111.9263971 33.4227462)",auto;bike;walk,0,0,,
South Mill Avenue,3612,1049318703,31,1994,1,9.81,4,48,1800,primary,3,"LINESTRING (-111.9400696 33.4210103, -111.9400677 33.4209218)",auto;bike;walk,0,0,,
South Mill Avenue,3613,1049318703,1994,2193,1,37.33,4,48,1800,primary,3,"LINESTRING (-111.9400677 33.4209218, -111.9400541 33.4205853)",auto;bike;walk,0,0,,
South Mill Avenue,3614,1049318703,2193,848,1,10.37,4,48,1800,primary,3,"LINESTRING (-111.9400541 33.4205853, -111.9400548 33.4204918)",auto;bike;walk,0,0,,
East Apache Boulevard,3615,1051002689,625,836,1,24.67,2,56,1800,primary,3,"LINESTRING (-111.9273720 33.4146858, -111.9271067 33.4146890)",auto;bike;walk,0,0,,
South Rural Road,3616,1051038541,787,1968,1,21.95,5,56,1800,primary,3,"LINESTRING (-111.9262455 33.4211600, -111.9262460 33.4213580)",auto;bike;walk,0,0,,
South Rural Road,3617,1051038541,1968,767,1,8.02,5,56,1800,primary,3,"LINESTRING (-111.9262460 33.4213580, -111.9262465 33.4214303)",auto;bike;walk,0,0,,
,3618,1053628057,496,1812,1,19.27,3,30,800,service,8,"LINESTRING (-111.9376737 33.4307498, -111.9375756 33.4305967)",walk;bike,0,0,,
,3619,1053628057,1812,591,1,9.83,3,30,800,service,8,"LINESTRING (-111.9375756 33.4305967, -111.9374930 33.4305413)",walk;bike,0,0,,
South Mill Avenue,3620,1053856041,639,634,1,24.07,3,48,1800,primary,3,"LINESTRING (-111.9398957 33.4212893, -111.9398990 33.4215064)",auto;bike;walk,0,0,,
,3621,1054593221,1566,1603,1,37.38,1,5,800,footway,10,"LINESTRING (-111.9383524 33.4177098, -111.9383534 33.4180470)",walk,0,0,,
,3622,1054593221,1603,2194,1,23.15,1,5,800,footway,10,"LINESTRING (-111.9383534 33.4180470, -111.9383510 33.4182558)",walk,0,0,,
,3623,1054593221,2194,979,1,25.83,1,5,800,footway,10,"LINESTRING (-111.9383510 33.4182558, -111.9380752 33.4182275)",walk,0,0,,
,3624,1054593221,979,2195,1,33.09,1,5,800,footway,10,"LINESTRING (-111.9380752 33.4182275, -111.9379852 33.4182289, -111.9378930 33.4182454, -111.9378146 33.4182734, -111.9377484 33.4183199)",walk,0,0,,
East Rio Salado Parkway,3625,1055323839,825,827,1,43.39,2,56,1600,secondary,4,"LINESTRING (-111.9322313 33.4294306, -111.9323593 33.4294402, -111.9325078 33.4294449, -111.9326974 33.4294413)",auto;bike;walk,0,0,,
East Rio Salado Parkway,3626,1061678420,823,711,1,23.8,2,56,1600,secondary,4,"LINESTRING (-111.9297890 33.4288004, -111.9300433 33.4288250)",auto;bike;walk,0,0,,
East Lemon Street,3627,1070423860,2078,1765,1,67.43,1,30,1000,residential,6,"LINESTRING (-111.9271661 33.4167019, -111.9269012 33.4167816, -111.9267747 33.4168068, -111.9266603 33.4168247, -111.9265493 33.4168331, -111.9264634 33.4168355)",auto;bike;walk,1,0,,
East Lemon Street,3628,1070423860,1765,2078,1,67.43,1,30,1000,residential,6,"LINESTRING (-111.9264634 33.4168355, -111.9265493 33.4168331, -111.9266603 33.4168247, -111.9267747 33.4168068, -111.9269012 33.4167816, -111.9271661 33.4167019)",auto;bike;walk,1,0,,
East Lemon Street,3629,1070423860,1765,750,1,14.92,1,30,1000,residential,6,"LINESTRING (-111.9264634 33.4168355, -111.9263030 33.4168382)",auto;bike;walk,1,0,,
East Lemon Street,3630,1070423860,750,1765,1,14.92,1,30,1000,residential,6,"LINESTRING (-111.9263030 33.4168382, -111.9264634 33.4168355)",auto;bike;walk,1,0,,
East Apache Boulevard,3631,1070423862,569,1925,1,8.87,2,80,1800,primary,3,"LINESTRING (-111.9396045 33.4159562, -111.9395362 33.4159003)",auto;bike;walk,0,0,,
East Apache Boulevard,3632,1070423862,1925,21,1,87.19,2,80,1800,primary,3,"LINESTRING (-111.9395362 33.4159003, -111.9394117 33.4157309, -111.9392479 33.4155522, -111.9390964 33.4154119, -111.9389443 33.4152954)",auto;bike;walk,0,0,,
South Mill Avenue,3633,1070425356,629,115,1,56.6,2,60,1600,secondary,4,"LINESTRING (-111.9399489 33.4167178, -111.9399668 33.4165668, -111.9399656 33.4164371, -111.9399810 33.4162084)",auto;bike;walk,0,0,,
,3634,1075916038,2196,1279,1,65.27,1,5,800,footway,10,"LINESTRING (-111.9365493 33.4212616, -111.9365519 33.4213404, -111.9365640 33.4218502)",walk;bike,0,0,,
,3635,1075916039,2197,2198,1,12.67,1,5,800,cycleway,9,"LINESTRING (-111.9366398 33.4210510, -111.9366097 33.4210596, -111.9365966 33.4210728, -111.9365884 33.4211202, -111.9365872 33.4211427)",bike,0,0,,
,3636,1075916039,2198,382,1,3.97,1,5,800,cycleway,9,"LINESTRING (-111.9365872 33.4211427, -111.9366080 33.4211740)",bike,0,0,,
,3637,1075916040,380,2199,1,3.43,1,5,800,footway,10,"LINESTRING (-111.9367305 33.4212223, -111.9367674 33.4212225)",walk;bike,0,0,,
,3638,1075916040,2199,2200,1,31.06,1,5,800,footway,10,"LINESTRING (-111.9367674 33.4212225, -111.9367740 33.4212225, -111.9371015 33.4212229)",walk;bike,0,0,,
,3639,1075916040,2200,1981,1,37.89,1,5,800,footway,10,"LINESTRING (-111.9371015 33.4212229, -111.9374349 33.4212232, -111.9375090 33.4212233)",walk;bike,0,0,,
Gammage Parkway,3640,1077600800,261,2201,1,13.39,2,24,1000,residential,6,"LINESTRING (-111.9396414 33.4176196, -111.9397470 33.4176199, -111.9397854 33.4176201)",auto;bike;walk,0,0,,
Gammage Parkway,3641,1077600800,2201,648,1,5.3,2,24,1000,residential,6,"LINESTRING (-111.9397854 33.4176201, -111.9398424 33.4176211)",auto;bike;walk,0,0,,
,3642,1077825566,438,2062,1,16.2,1,5,800,footway,10,"LINESTRING (-111.9379183 33.4245393, -111.9377834 33.4244468)",walk;bike,0,0,,
East University Drive,3643,1078715155,698,706,1,14.07,3,56,1600,secondary,4,"LINESTRING (-111.9285829 33.4220147, -111.9284316 33.4220121)",auto;bike;walk,1,0,,
East University Drive,3644,1078715155,706,698,1,14.07,3,56,1600,secondary,4,"LINESTRING (-111.9284316 33.4220121, -111.9285829 33.4220147)",auto;bike;walk,1,0,,
East University Drive,3645,1078715157,705,2202,1,13.39,3,56,1600,secondary,4,"LINESTRING (-111.9276681 33.4220143, -111.9275241 33.4220137)",auto;bike;walk,1,0,,
East University Drive,3646,1078715157,2202,705,1,13.39,3,56,1600,secondary,4,"LINESTRING (-111.9275241 33.4220137, -111.9276681 33.4220143)",auto;bike;walk,1,0,,
East University Drive,3647,1078715157,2202,690,1,12.75,3,56,1600,secondary,4,"LINESTRING (-111.9275241 33.4220137, -111.9273870 33.4220144)",auto;bike;walk,1,0,,
East University Drive,3648,1078715157,690,2202,1,12.75,3,56,1600,secondary,4,"LINESTRING (-111.9273870 33.4220144, -111.9275241 33.4220137)",auto;bike;walk,1,0,,
East University Drive,3649,1078715158,706,705,1,73.17,2,56,1600,secondary,4,"LINESTRING (-111.9284316 33.4220121, -111.9283093 33.4219703, -111.9282432 33.4219692, -111.9277786 33.4219666, -111.9276681 33.4220143)",auto;bike;walk,0,0,,
,3650,1083336427,2203,2204,1,9.56,1,5,800,footway,10,"LINESTRING (-111.9403000 33.4253710, -111.9401971 33.4253699)",walk,0,0,,
,3651,1083336427,2204,2205,1,4.7,1,5,800,footway,10,"LINESTRING (-111.9401971 33.4253699, -111.9401527 33.4253902)",walk,0,0,,
,3652,1083336428,2204,2206,1,102.25,1,5,800,footway,10,"LINESTRING (-111.9401971 33.4253699, -111.9401632 33.4251234, -111.9401520 33.4244493)",walk,0,0,,
,3653,1083336428,2206,2207,1,13.77,1,5,800,footway,10,"LINESTRING (-111.9401520 33.4244493, -111.9403000 33.4244541)",walk,0,0,,
,3654,1083336434,2208,2209,1,116.12,1,5,800,footway,10,"LINESTRING (-111.9401697 33.4231354, -111.9401644 33.4227080, -111.9401909 33.4225422, -111.9402003 33.4222266, -111.9402111 33.4222036, -111.9403000 33.4221197)",walk,0,0,,
,3655,1083336480,2210,2211,1,13.07,1,5,800,footway,10,"LINESTRING (-111.9401594 33.4273066, -111.9403000 33.4273060)",walk,0,0,,
,3656,1083336579,2212,2213,1,13.82,1,5,800,footway,10,"LINESTRING (-111.9403000 33.4263824, -111.9401514 33.4263814)",walk,0,0,,
,3657,1083336579,2213,2214,1,85.57,1,5,800,footway,10,"LINESTRING (-111.9401514 33.4263814, -111.9401476 33.4256690, -111.9401517 33.4256097)",walk,0,0,,
,3658,1083336588,2215,2216,1,7.65,1,5,800,footway,10,"LINESTRING (-111.9402177 33.4256176, -111.9403000 33.4256178)",walk,0,0,,
,3659,1083336589,2214,2215,1,6.2,1,5,800,footway,10,"LINESTRING (-111.9401517 33.4256097, -111.9402177 33.4256176)",walk,0,0,,
,3660,1083336590,2217,2205,1,13.19,1,5,800,footway,10,"LINESTRING (-111.9401510 33.4255092, -111.9401527 33.4253902)",walk;bike,0,0,,
,3661,1083336590,2205,669,1,6.87,1,5,800,footway,10,"LINESTRING (-111.9401527 33.4253902, -111.9400789 33.4253939)",walk;bike,0,0,,
,3662,1083336590,669,2218,1,10.5,1,5,800,footway,10,"LINESTRING (-111.9400789 33.4253939, -111.9399840 33.4253947, -111.9399660 33.4253948)",walk;bike,0,0,,
,3663,1083336590,2218,1840,1,7.6,1,5,800,footway,10,"LINESTRING (-111.9399660 33.4253948, -111.9398843 33.4253930)",walk;bike,0,0,,
,3664,1083336590,1840,889,1,12.91,1,5,800,footway,10,"LINESTRING (-111.9398843 33.4253930, -111.9398890 33.4255094)",walk;bike,0,0,,
,3665,1083336668,2213,2219,1,4.34,1,5,800,footway,10,"LINESTRING (-111.9401514 33.4263814, -111.9401522 33.4264205)",walk,0,0,,
,3666,1083336669,2219,26,1,4.71,1,5,800,footway,10,"LINESTRING (-111.9401522 33.4264205, -111.9401520 33.4264630)",walk,0,0,,
,3667,1083336669,26,2220,1,8.81,1,5,800,footway,10,"LINESTRING (-111.9401520 33.4264630, -111.9401519 33.4265425)",walk,0,0,,
,3668,1083336669,2220,425,1,7.06,1,5,800,footway,10,"LINESTRING (-111.9401519 33.4265425, -111.9400760 33.4265405)",walk,0,0,,
,3669,1083336669,425,672,1,9.82,1,5,800,footway,10,"LINESTRING (-111.9400760 33.4265405, -111.9399821 33.4265388, -111.9399704 33.4265386)",walk,0,0,,
,3670,1083336669,672,2221,1,5.08,1,5,800,footway,10,"LINESTRING (-111.9399704 33.4265386, -111.9399158 33.4265386)",walk,0,0,,
,3671,1083336671,2222,2223,1,10.36,1,5,800,footway,10,"LINESTRING (-111.9403000 33.4265735, -111.9401885 33.4265725)",walk,0,0,,
,3672,1083336671,2223,2220,1,4.76,1,5,800,footway,10,"LINESTRING (-111.9401885 33.4265725, -111.9401519 33.4265425)",walk,0,0,,
,3673,1083336672,2223,2210,1,82.15,1,5,800,footway,10,"LINESTRING (-111.9401885 33.4265725, -111.9401571 33.4266195, -111.9401594 33.4273066)",walk,0,0,,
,3674,1083336673,2210,2188,1,8.57,1,5,800,footway,10,"LINESTRING (-111.9401594 33.4273066, -111.9401590 33.4273839)",walk,0,0,,
,3675,1083336673,2188,2224,1,6.77,1,5,800,footway,10,"LINESTRING (-111.9401590 33.4273839, -111.9401598 33.4274450)",walk,0,0,,
,3676,1083336674,2224,2225,1,12.63,1,5,800,footway,10,"LINESTRING (-111.9401598 33.4274450, -111.9401607 33.4274910, -111.9401600 33.4275254, -111.9401608 33.4275589)",walk,0,0,,
,3677,1083336674,2225,2226,1,1.92,1,5,800,footway,10,"LINESTRING (-111.9401608 33.4275589, -111.9401612 33.4275762)",walk,0,0,,
,3678,1083336674,2226,2227,1,1.24,1,5,800,footway,10,"LINESTRING (-111.9401612 33.4275762, -111.9401614 33.4275874)",walk,0,0,,
,3679,1083336674,2227,2228,1,95.39,1,5,800,footway,10,"LINESTRING (-111.9401614 33.4275874, -111.9401818 33.4284342, -111.9401945 33.4284423)",walk,0,0,,
,3680,1083336674,2228,2229,1,10.4,1,5,800,footway,10,"LINESTRING (-111.9401945 33.4284423, -111.9402179 33.4284564, -111.9402716 33.4284647, -111.9403000 33.4284658)",walk,0,0,,
,3681,1084112402,581,2071,1,102.64,1,5,800,cycleway,9,"LINESTRING (-111.9399818 33.4275753, -111.9399602 33.4276059, -111.9399338 33.4277928, -111.9399307 33.4278331, -111.9399371 33.4284947)",bike,0,0,,
,3682,1084112402,2071,2230,1,99.62,1,5,800,cycleway,9,"LINESTRING (-111.9399371 33.4284947, -111.9399362 33.4285532, -111.9399250 33.4286694, -111.9399277 33.4292871, -111.9399271 33.4293432, -111.9399210 33.4293720, -111.9399124 33.4293911)",bike,0,0,,
,3683,1084112402,2230,682,1,12.81,1,5,800,cycleway,9,"LINESTRING (-111.9399124 33.4293911, -111.9399274 33.4294134, -111.9399608 33.4294989)",bike,0,0,,
South Mill Avenue,3684,1084112403,682,430,1,8.69,3,48,1800,primary,3,"LINESTRING (-111.9399608 33.4294989, -111.9399630 33.4295773)",auto;bike;walk,0,0,,
,3685,1084112404,682,2231,1,9.95,1,5,800,footway,10,"LINESTRING (-111.9399608 33.4294989, -111.9398691 33.4295072, -111.9398581 33.4295155)",walk,0,0,,
South Mill Avenue,3686,1084112405,44,581,1,21.2,2,48,1800,primary,3,"LINESTRING (-111.9399672 33.4273845, -111.9399754 33.4274914, -111.9399782 33.4275271, -111.9399818 33.4275753)",auto;bike;walk,0,0,,
,3687,1084112406,2230,1895,1,12.26,1,5,800,cycleway,9,"LINESTRING (-111.9399124 33.4293911, -111.9398850 33.4294191, -111.9398181 33.4294679)",bike,0,0,,
