name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
,5557,,3035,1255,1,16.03,2,120,,connector,20,"LINESTRING (-111.9299656 33.4185828, -111.9300757 33.4184715)",auto;bike;walk,1,0,,
,5558,,1255,3035,1,16.03,2,120,,connector,20,"LINESTRING (-111.9300757 33.4184715, -111.9299656 33.4185828)",auto;bike;walk,1,0,,
,5559,,3036,1489,1,25.31,2,120,,connector,20,"LINESTRING (-111.9333424 33.4233763, -111.9335807 33.4234867)",auto;bike;walk,1,0,,
,5560,,1489,3036,1,25.31,2,120,,connector,20,"LINESTRING (-111.9335807 33.4234867, -111.9333424 33.4233763)",auto;bike;walk,1,0,,
,5561,,3037,958,1,17.08,2,120,,connector,20,"LINESTRING (-111.9328284 33.4231927, -111.9326533 33.4231461)",auto;bike;walk,1,0,,
,5562,,958,3037,1,17.08,2,120,,connector,20,"LINESTRING (-111.9326533 33.4231461, -111.9328284 33.4231927)",auto;bike;walk,1,0,,
,5563,,3038,963,1,31.23,2,120,,connector,20,"LINESTRING (-111.9323518 33.4230094, -111.9326169 33.4228364)",auto;bike;walk,1,0,,
,5564,,963,3038,1,31.23,2,120,,connector,20,"LINESTRING (-111.9326169 33.4228364, -111.9323518 33.4230094)",auto;bike;walk,1,0,,
,5565,,3039,2483,1,39.1,2,120,,connector,20,"LINESTRING (-111.9284255 33.4169711, -111.9287658 33.4171784)",auto;bike;walk,1,0,,
,5566,,2483,3039,1,39.1,2,120,,connector,20,"LINESTRING (-111.9287658 33.4171784, -111.9284255 33.4169711)",auto;bike;walk,1,0,,
,5567,,3040,1950,1,13.56,2,120,,connector,20,"LINESTRING (-111.9259656 33.4153637, -111.9261000 33.4153161)",auto;bike;walk,1,0,,
,5568,,1950,3040,1,13.56,2,120,,connector,20,"LINESTRING (-111.9261000 33.4153161, -111.9259656 33.4153637)",auto;bike;walk,1,0,,
,5569,,3041,1954,1,8.61,2,120,,connector,20,"LINESTRING (-111.9260174 33.4165535, -111.9261086 33.4165399)",auto;bike;walk,1,0,,
,5570,,1954,3041,1,8.61,2,120,,connector,20,"LINESTRING (-111.9261086 33.4165399, -111.9260174 33.4165535)",auto;bike;walk,1,0,,
,5571,,3042,1819,1,33.12,2,120,,connector,20,"LINESTRING (-111.9373290 33.4309361, -111.9374081 33.4312274)",auto;bike;walk,1,0,,
,5572,,1819,3042,1,33.12,2,120,,connector,20,"LINESTRING (-111.9374081 33.4312274, -111.9373290 33.4309361)",auto;bike;walk,1,0,,
,5573,,3043,1993,1,17.52,2,120,,connector,20,"LINESTRING (-111.9403930 33.4211767, -111.9402342 33.4212617)",auto;bike;walk,1,0,,
,5574,,1993,3043,1,17.52,2,120,,connector,20,"LINESTRING (-111.9402342 33.4212617, -111.9403930 33.4211767)",auto;bike;walk,1,0,,
,5575,,3044,2604,1,27.79,2,120,,connector,20,"LINESTRING (-111.9319424 33.4280913, -111.9321896 33.4279503)",auto;bike;walk,1,0,,
,5576,,2604,3044,1,27.79,2,120,,connector,20,"LINESTRING (-111.9321896 33.4279503, -111.9319424 33.4280913)",auto;bike;walk,1,0,,
,5577,,3045,2601,1,38.98,2,120,,connector,20,"LINESTRING (-111.9322303 33.4275692, -111.9318914 33.4273622)",auto;bike;walk,1,0,,
,5578,,2601,3045,1,38.98,2,120,,connector,20,"LINESTRING (-111.9318914 33.4273622, -111.9322303 33.4275692)",auto;bike;walk,1,0,,
,5579,,3046,2117,1,17.41,2,120,,connector,20,"LINESTRING (-111.9291485 33.4208426, -111.9291677 33.4206864)",auto;bike;walk,1,0,,
,5580,,2117,3046,1,17.41,2,120,,connector,20,"LINESTRING (-111.9291677 33.4206864, -111.9291485 33.4208426)",auto;bike;walk,1,0,,
,5581,,3047,2490,1,18.54,2,120,,connector,20,"LINESTRING (-111.9300577 33.4206124, -111.9299058 33.4205041)",auto;bike;walk,1,0,,
,5582,,2490,3047,1,18.54,2,120,,connector,20,"LINESTRING (-111.9299058 33.4205041, -111.9300577 33.4206124)",auto;bike;walk,1,0,,
,5583,,3048,991,1,13.15,2,120,,connector,20,"LINESTRING (-111.9306288 33.4203913, -111.9307450 33.4203237)",auto;bike;walk,1,0,,
,5584,,991,3048,1,13.15,2,120,,connector,20,"LINESTRING (-111.9307450 33.4203237, -111.9306288 33.4203913)",auto;bike;walk,1,0,,
,5585,,3049,1998,1,21.28,2,120,,connector,20,"LINESTRING (-111.9366416 33.4310493, -111.9365101 33.4312064)",auto;bike;walk,1,0,,
,5586,,1998,3049,1,21.28,2,120,,connector,20,"LINESTRING (-111.9365101 33.4312064, -111.9366416 33.4310493)",auto;bike;walk,1,0,,
,5587,,3050,1810,1,53.05,2,120,,connector,20,"LINESTRING (-111.9356147 33.4311115, -111.9356469 33.4306338)",auto;bike;walk,1,0,,
,5588,,1810,3050,1,53.05,2,120,,connector,20,"LINESTRING (-111.9356469 33.4306338, -111.9356147 33.4311115)",auto;bike;walk,1,0,,
,5589,,3051,1810,1,58.9,2,120,,connector,20,"LINESTRING (-111.9354762 33.4311454, -111.9356469 33.4306338)",auto;bike;walk,1,0,,
,5590,,1810,3051,1,58.9,2,120,,connector,20,"LINESTRING (-111.9356469 33.4306338, -111.9354762 33.4311454)",auto;bike;walk,1,0,,
,5591,,3052,2001,1,8.08,2,120,,connector,20,"LINESTRING (-111.9299627 33.4291276, -111.9300228 33.4291802)",auto;bike;walk,1,0,,
,5592,,2001,3052,1,8.08,2,120,,connector,20,"LINESTRING (-111.9300228 33.4291802, -111.9299627 33.4291276)",auto;bike;walk,1,0,,
,5593,,3053,601,1,40.99,2,120,,connector,20,"LINESTRING (-111.9317279 33.4143787, -111.9314430 33.4146608)",auto;bike;walk,1,0,,
,5594,,601,3053,1,40.99,2,120,,connector,20,"LINESTRING (-111.9314430 33.4146608, -111.9317279 33.4143787)",auto;bike;walk,1,0,,
,5595,,3054,2016,1,16.99,2,120,,connector,20,"LINESTRING (-111.9404352 33.4186991, -111.9403000 33.4185960)",auto;bike;walk,1,0,,
,5596,,2016,3054,1,16.99,2,120,,connector,20,"LINESTRING (-111.9403000 33.4185960, -111.9404352 33.4186991)",auto;bike;walk,1,0,,
,5597,,3055,2012,1,0.8,2,120,,connector,20,"LINESTRING (-111.9403085 33.4183490, -111.9403000 33.4183487)",auto;bike;walk,1,0,,
,5598,,2012,3055,1,0.8,2,120,,connector,20,"LINESTRING (-111.9403000 33.4183487, -111.9403085 33.4183490)",auto;bike;walk,1,0,,
,5599,,3056,1412,1,47.28,2,120,,connector,20,"LINESTRING (-111.9386383 33.4263144, -111.9388454 33.4259249)",auto;bike;walk,1,0,,
,5600,,1412,3056,1,47.28,2,120,,connector,20,"LINESTRING (-111.9388454 33.4259249, -111.9386383 33.4263144)",auto;bike;walk,1,0,,
,5601,,3057,1408,1,8.89,2,120,,connector,20,"LINESTRING (-111.9388406 33.4258244, -111.9388389 33.4257442)",auto;bike;walk,1,0,,
,5602,,1408,3057,1,8.89,2,120,,connector,20,"LINESTRING (-111.9388389 33.4257442, -111.9388406 33.4258244)",auto;bike;walk,1,0,,
,5603,,3058,2040,1,8.33,2,120,,connector,20,"LINESTRING (-111.9360653 33.4258064, -111.9359761 33.4258133)",auto;bike;walk,1,0,,
,5604,,2040,3058,1,8.33,2,120,,connector,20,"LINESTRING (-111.9359761 33.4258133, -111.9360653 33.4258064)",auto;bike;walk,1,0,,
,5605,,3059,2300,1,25.46,2,120,,connector,20,"LINESTRING (-111.9367903 33.4262790, -111.9366089 33.4264510)",auto;bike;walk,1,0,,
,5606,,2300,3059,1,25.46,2,120,,connector,20,"LINESTRING (-111.9366089 33.4264510, -111.9367903 33.4262790)",auto;bike;walk,1,0,,
,5607,,3060,2310,1,7.73,2,120,,connector,20,"LINESTRING (-111.9364839 33.4260105, -111.9364070 33.4259840)",auto;bike;walk,1,0,,
,5608,,2310,3060,1,7.73,2,120,,connector,20,"LINESTRING (-111.9364070 33.4259840, -111.9364839 33.4260105)",auto;bike;walk,1,0,,
,5609,,3061,1842,1,5.2,2,120,,connector,20,"LINESTRING (-111.9391685 33.4253544, -111.9392039 33.4253908)",auto;bike;walk,1,0,,
,5610,,1842,3061,1,5.2,2,120,,connector,20,"LINESTRING (-111.9392039 33.4253908, -111.9391685 33.4253544)",auto;bike;walk,1,0,,
,5611,,3062,1667,1,11.84,2,120,,connector,20,"LINESTRING (-111.9388393 33.4253760, -111.9388589 33.4252705)",auto;bike;walk,1,0,,
,5612,,1667,3062,1,11.84,2,120,,connector,20,"LINESTRING (-111.9388589 33.4252705, -111.9388393 33.4253760)",auto;bike;walk,1,0,,
,5613,,3063,673,1,15.53,2,120,,connector,20,"LINESTRING (-111.9399011 33.4271623, -111.9399733 33.4270360)",auto;bike;walk,1,0,,
,5614,,673,3063,1,15.53,2,120,,connector,20,"LINESTRING (-111.9399733 33.4270360, -111.9399011 33.4271623)",auto;bike;walk,1,0,,
,5615,,3064,1907,1,16.62,2,120,,connector,20,"LINESTRING (-111.9398639 33.4225673, -111.9398450 33.4224183)",auto;bike;walk,1,0,,
,5616,,1907,3064,1,16.62,2,120,,connector,20,"LINESTRING (-111.9398450 33.4224183, -111.9398639 33.4225673)",auto;bike;walk,1,0,,
,5617,,3065,1907,1,12.65,2,120,,connector,20,"LINESTRING (-111.9398638 33.4225313, -111.9398450 33.4224183)",auto;bike;walk,1,0,,
,5618,,1907,3065,1,12.65,2,120,,connector,20,"LINESTRING (-111.9398450 33.4224183, -111.9398638 33.4225313)",auto;bike;walk,1,0,,
,5619,,3066,1466,1,39.05,2,120,,connector,20,"LINESTRING (-111.9298630 33.4234963, -111.9302747 33.4234263)",auto;bike;walk,1,0,,
,5620,,1466,3066,1,39.05,2,120,,connector,20,"LINESTRING (-111.9302747 33.4234263, -111.9298630 33.4234963)",auto;bike;walk,1,0,,
,5621,,3067,2635,1,13.34,2,120,,connector,20,"LINESTRING (-111.9278156 33.4162951, -111.9279590 33.4162935)",auto;bike;walk,1,0,,
,5622,,2635,3067,1,13.34,2,120,,connector,20,"LINESTRING (-111.9279590 33.4162935, -111.9278156 33.4162951)",auto;bike;walk,1,0,,
,5623,,3068,2338,1,5.05,2,120,,connector,20,"LINESTRING (-111.9389700 33.4175478, -111.9390243 33.4175470)",auto;bike;walk,1,0,,
,5624,,2338,3068,1,5.05,2,120,,connector,20,"LINESTRING (-111.9390243 33.4175470, -111.9389700 33.4175478)",auto;bike;walk,1,0,,
,5625,,3069,2339,1,13.97,2,120,,connector,20,"LINESTRING (-111.9375034 33.4175611, -111.9376537 33.4175588)",auto;bike;walk,1,0,,
,5626,,2339,3069,1,13.97,2,120,,connector,20,"LINESTRING (-111.9376537 33.4175588, -111.9375034 33.4175611)",auto;bike;walk,1,0,,
,5627,,3070,606,1,31.36,2,120,,connector,20,"LINESTRING (-111.9333531 33.4144000, -111.9335205 33.4146455)",auto;bike;walk,1,0,,
,5628,,606,3070,1,31.36,2,120,,connector,20,"LINESTRING (-111.9335205 33.4146455, -111.9333531 33.4144000)",auto;bike;walk,1,0,,
,5629,,3071,606,1,20.05,2,120,,connector,20,"LINESTRING (-111.9333521 33.4145326, -111.9335205 33.4146455)",auto;bike;walk,1,0,,
,5630,,606,3071,1,20.05,2,120,,connector,20,"LINESTRING (-111.9335205 33.4146455, -111.9333521 33.4145326)",auto;bike;walk,1,0,,
,5631,,3072,2160,1,42.93,2,120,,connector,20,"LINESTRING (-111.9344263 33.4143852, -111.9348345 33.4145662)",auto;bike;walk,1,0,,
,5632,,2160,3072,1,42.93,2,120,,connector,20,"LINESTRING (-111.9348345 33.4145662, -111.9344263 33.4143852)",auto;bike;walk,1,0,,
,5633,,3073,2510,1,30.2,2,120,,connector,20,"LINESTRING (-111.9259589 33.4195038, -111.9261000 33.4192584)",auto;bike;walk,1,0,,
,5634,,2510,3073,1,30.2,2,120,,connector,20,"LINESTRING (-111.9261000 33.4192584, -111.9259589 33.4195038)",auto;bike;walk,1,0,,
,5635,,3074,2297,1,18.67,2,120,,connector,20,"LINESTRING (-111.9374517 33.4229246, -111.9375120 33.4230852)",auto;bike;walk,1,0,,
,5636,,2297,3074,1,18.67,2,120,,connector,20,"LINESTRING (-111.9375120 33.4230852, -111.9374517 33.4229246)",auto;bike;walk,1,0,,
,5637,,3075,377,1,44.47,2,120,,connector,20,"LINESTRING (-111.9371395 33.4225185, -111.9366668 33.4224568)",auto;bike;walk,1,0,,
,5638,,377,3075,1,44.47,2,120,,connector,20,"LINESTRING (-111.9366668 33.4224568, -111.9371395 33.4225185)",auto;bike;walk,1,0,,
,5639,,3076,880,1,65.45,2,120,,connector,20,"LINESTRING (-111.9285823 33.4228766, -111.9291389 33.4225150)",auto;bike;walk,1,0,,
,5640,,880,3076,1,65.45,2,120,,connector,20,"LINESTRING (-111.9291389 33.4225150, -111.9285823 33.4228766)",auto;bike;walk,1,0,,
,5641,,3077,2282,1,55.15,2,120,,connector,20,"LINESTRING (-111.9269827 33.4230216, -111.9275129 33.4232447)",auto;bike;walk,1,0,,
,5642,,2282,3077,1,55.15,2,120,,connector,20,"LINESTRING (-111.9275129 33.4232447, -111.9269827 33.4230216)",auto;bike;walk,1,0,,
,5643,,3078,984,1,59.58,2,120,,connector,20,"LINESTRING (-111.9281762 33.4239323, -111.9282474 33.4244664)",auto;bike;walk,1,0,,
,5644,,984,3078,1,59.58,2,120,,connector,20,"LINESTRING (-111.9282474 33.4244664, -111.9281762 33.4239323)",auto;bike;walk,1,0,,
,5645,,3079,2679,1,21.11,2,120,,connector,20,"LINESTRING (-111.9390132 33.4228953, -111.9391207 33.4230631)",auto;bike;walk,1,0,,
,5646,,2679,3079,1,21.11,2,120,,connector,20,"LINESTRING (-111.9391207 33.4230631, -111.9390132 33.4228953)",auto;bike;walk,1,0,,
,5647,,3080,2159,1,9.39,2,120,,connector,20,"LINESTRING (-111.9403804 33.4202204, -111.9403000 33.4202717)",auto;bike;walk,1,0,,
,5648,,2159,3080,1,9.39,2,120,,connector,20,"LINESTRING (-111.9403000 33.4202717, -111.9403804 33.4202204)",auto;bike;walk,1,0,,
,5649,,3081,628,1,27.57,2,120,,connector,20,"LINESTRING (-111.9402575 33.4172730, -111.9400226 33.4174248)",auto;bike;walk,1,0,,
,5650,,628,3081,1,27.57,2,120,,connector,20,"LINESTRING (-111.9400226 33.4174248, -111.9402575 33.4172730)",auto;bike;walk,1,0,,
,5651,,3082,148,1,16.6,2,120,,connector,20,"LINESTRING (-111.9403252 33.4174795, -111.9403000 33.4176277)",auto;bike;walk,1,0,,
,5652,,148,3082,1,16.6,2,120,,connector,20,"LINESTRING (-111.9403000 33.4176277, -111.9403252 33.4174795)",auto;bike;walk,1,0,,
,5653,,3083,578,1,37.5,2,120,,connector,20,"LINESTRING (-111.9402295 33.4171020, -111.9398348 33.4170325)",auto;bike;walk,1,0,,
,5654,,578,3083,1,37.5,2,120,,connector,20,"LINESTRING (-111.9398348 33.4170325, -111.9402295 33.4171020)",auto;bike;walk,1,0,,
,5655,,3084,629,1,35.29,2,120,,connector,20,"LINESTRING (-111.9402605 33.4168995, -111.9399489 33.4167178)",auto;bike;walk,1,0,,
,5656,,629,3084,1,35.29,2,120,,connector,20,"LINESTRING (-111.9399489 33.4167178, -111.9402605 33.4168995)",auto;bike;walk,1,0,,
,5657,,3085,629,1,29.95,2,120,,connector,20,"LINESTRING (-111.9402670 33.4167605, -111.9399489 33.4167178)",auto;bike;walk,1,0,,
,5658,,629,3085,1,29.95,2,120,,connector,20,"LINESTRING (-111.9399489 33.4167178, -111.9402670 33.4167605)",auto;bike;walk,1,0,,
,5659,,3086,629,1,32.06,2,120,,connector,20,"LINESTRING (-111.9402335 33.4165545, -111.9399489 33.4167178)",auto;bike;walk,1,0,,
,5660,,629,3086,1,32.06,2,120,,connector,20,"LINESTRING (-111.9399489 33.4167178, -111.9402335 33.4165545)",auto;bike;walk,1,0,,
,5661,,3087,116,1,19.77,2,120,,connector,20,"LINESTRING (-111.9402648 33.4163791, -111.9403000 33.4162033)",auto;bike;walk,1,0,,
,5662,,116,3087,1,19.77,2,120,,connector,20,"LINESTRING (-111.9403000 33.4162033, -111.9402648 33.4163791)",auto;bike;walk,1,0,,
,5663,,3088,646,1,22.77,2,120,,connector,20,"LINESTRING (-111.9402730 33.4194997, -111.9400398 33.4194368)",auto;bike;walk,1,0,,
,5664,,646,3088,1,22.77,2,120,,connector,20,"LINESTRING (-111.9400398 33.4194368, -111.9402730 33.4194997)",auto;bike;walk,1,0,,
,5665,,3089,646,1,31.05,2,120,,connector,20,"LINESTRING (-111.9402645 33.4196440, -111.9400398 33.4194368)",auto;bike;walk,1,0,,
,5666,,646,3089,1,31.05,2,120,,connector,20,"LINESTRING (-111.9400398 33.4194368, -111.9402645 33.4196440)",auto;bike;walk,1,0,,
,5667,,3090,633,1,36.74,2,120,,connector,20,"LINESTRING (-111.9402575 33.4197885, -111.9398626 33.4197761)",auto;bike;walk,1,0,,
,5668,,633,3090,1,36.74,2,120,,connector,20,"LINESTRING (-111.9398626 33.4197761, -111.9402575 33.4197885)",auto;bike;walk,1,0,,
,5669,,3091,2159,1,36.78,2,120,,connector,20,"LINESTRING (-111.9403666 33.4199447, -111.9403000 33.4202717)",auto;bike;walk,1,0,,
,5670,,2159,3091,1,36.78,2,120,,connector,20,"LINESTRING (-111.9403000 33.4202717, -111.9403666 33.4199447)",auto;bike;walk,1,0,,
,5671,,3092,1991,1,23.05,2,120,,connector,20,"LINESTRING (-111.9402952 33.4207104, -111.9403000 33.4209183)",auto;bike;walk,1,0,,
,5672,,1991,3092,1,23.05,2,120,,connector,20,"LINESTRING (-111.9403000 33.4209183, -111.9402952 33.4207104)",auto;bike;walk,1,0,,
,5673,,3093,116,1,17.96,2,120,,connector,20,"LINESTRING (-111.9402470 33.4160475, -111.9403000 33.4162033)",auto;bike;walk,1,0,,
,5674,,116,3093,1,17.96,2,120,,connector,20,"LINESTRING (-111.9403000 33.4162033, -111.9402470 33.4160475)",auto;bike;walk,1,0,,
,5675,,3094,116,1,40.68,2,120,,connector,20,"LINESTRING (-111.9402380 33.4158400, -111.9403000 33.4162033)",auto;bike;walk,1,0,,
,5676,,116,3094,1,40.68,2,120,,connector,20,"LINESTRING (-111.9403000 33.4162033, -111.9402380 33.4158400)",auto;bike;walk,1,0,,
,5677,,3095,568,1,42.82,2,120,,connector,20,"LINESTRING (-111.9403110 33.4156567, -111.9399200 33.4154527)",auto;bike;walk,1,0,,
,5678,,568,3095,1,42.82,2,120,,connector,20,"LINESTRING (-111.9399200 33.4154527, -111.9403110 33.4156567)",auto;bike;walk,1,0,,
,5679,,3096,568,1,30.95,2,120,,connector,20,"LINESTRING (-111.9402510 33.4154820, -111.9399200 33.4154527)",auto;bike;walk,1,0,,
,5680,,568,3096,1,30.95,2,120,,connector,20,"LINESTRING (-111.9399200 33.4154527, -111.9402510 33.4154820)",auto;bike;walk,1,0,,
,5681,,3097,2063,1,13.01,2,120,,connector,20,"LINESTRING (-111.9402475 33.4152982, -111.9403000 33.4151894)",auto;bike;walk,1,0,,
,5682,,2063,3097,1,13.01,2,120,,connector,20,"LINESTRING (-111.9403000 33.4151894, -111.9402475 33.4152982)",auto;bike;walk,1,0,,
,5683,,3098,2063,1,10.98,2,120,,connector,20,"LINESTRING (-111.9402806 33.4150916, -111.9403000 33.4151894)",auto;bike;walk,1,0,,
,5684,,2063,3098,1,10.98,2,120,,connector,20,"LINESTRING (-111.9403000 33.4151894, -111.9402806 33.4150916)",auto;bike;walk,1,0,,
,5685,,3099,184,1,28.12,2,120,,connector,20,"LINESTRING (-111.9402920 33.4144540, -111.9403000 33.4147075)",auto;bike;walk,1,0,,
,5686,,184,3099,1,28.12,2,120,,connector,20,"LINESTRING (-111.9403000 33.4147075, -111.9402920 33.4144540)",auto;bike;walk,1,0,,
,5687,,3100,2222,1,19.82,2,120,,connector,20,"LINESTRING (-111.9403986 33.4267320, -111.9403000 33.4265735)",auto;bike;walk,1,0,,
,5688,,2222,3100,1,19.82,2,120,,connector,20,"LINESTRING (-111.9403000 33.4265735, -111.9403986 33.4267320)",auto;bike;walk,1,0,,
,5689,,3101,2211,1,17.5,2,120,,connector,20,"LINESTRING (-111.9404377 33.4271983, -111.9403000 33.4273060)",auto;bike;walk,1,0,,
,5690,,2211,3101,1,17.5,2,120,,connector,20,"LINESTRING (-111.9403000 33.4273060, -111.9404377 33.4271983)",auto;bike;walk,1,0,,
,5691,,3102,2211,1,41.14,2,120,,connector,20,"LINESTRING (-111.9404318 33.4269517, -111.9403000 33.4273060)",auto;bike;walk,1,0,,
,5692,,2211,3102,1,41.14,2,120,,connector,20,"LINESTRING (-111.9403000 33.4273060, -111.9404318 33.4269517)",auto;bike;walk,1,0,,
,5693,,3103,2285,1,23.4,2,120,,connector,20,"LINESTRING (-111.9320289 33.4237219, -111.9322676 33.4236549)",auto;bike;walk,1,0,,
,5694,,2285,3103,1,23.4,2,120,,connector,20,"LINESTRING (-111.9322676 33.4236549, -111.9320289 33.4237219)",auto;bike;walk,1,0,,
,5695,,3104,1368,1,7.74,2,120,,connector,20,"LINESTRING (-111.9365000 33.4237271, -111.9364574 33.4237870)",auto;bike;walk,1,0,,
,5696,,1368,3104,1,7.74,2,120,,connector,20,"LINESTRING (-111.9364574 33.4237870, -111.9365000 33.4237271)",auto;bike;walk,1,0,,
,5697,,3105,1612,1,17.59,2,120,,connector,20,"LINESTRING (-111.9359964 33.4175788, -111.9359010 33.4177159)",auto;bike;walk,1,0,,
,5698,,1612,3105,1,17.59,2,120,,connector,20,"LINESTRING (-111.9359010 33.4177159, -111.9359964 33.4175788)",auto;bike;walk,1,0,,
,5699,,3106,929,1,53.61,2,120,,connector,20,"LINESTRING (-111.9355086 33.4181805, -111.9355010 33.4186640)",auto;bike;walk,1,0,,
,5700,,929,3106,1,53.61,2,120,,connector,20,"LINESTRING (-111.9355010 33.4186640, -111.9355086 33.4181805)",auto;bike;walk,1,0,,
,5701,,3107,2405,1,64.32,2,120,,connector,20,"LINESTRING (-111.9349291 33.4177111, -111.9351181 33.4171530)",auto;bike;walk,1,0,,
,5702,,2405,3107,1,64.32,2,120,,connector,20,"LINESTRING (-111.9351181 33.4171530, -111.9349291 33.4177111)",auto;bike;walk,1,0,,
,5703,,3108,2431,1,6.58,2,120,,connector,20,"LINESTRING (-111.9360131 33.4166035, -111.9360581 33.4166494)",auto;bike;walk,1,0,,
,5704,,2431,3108,1,6.58,2,120,,connector,20,"LINESTRING (-111.9360581 33.4166494, -111.9360131 33.4166035)",auto;bike;walk,1,0,,
,5705,,3109,2173,1,44.02,2,120,,connector,20,"LINESTRING (-111.9403122 33.4141990, -111.9399039 33.4144000)",auto;bike;walk,1,0,,
,5706,,2173,3109,1,44.02,2,120,,connector,20,"LINESTRING (-111.9399039 33.4144000, -111.9403122 33.4141990)",auto;bike;walk,1,0,,
,5707,,3110,898,1,57.35,2,120,,connector,20,"LINESTRING (-111.9272361 33.4252730, -111.9278467 33.4251994)",auto;bike;walk,1,0,,
,5708,,898,3110,1,57.35,2,120,,connector,20,"LINESTRING (-111.9278467 33.4251994, -111.9272361 33.4252730)",auto;bike;walk,1,0,,
,5709,,3111,898,1,39.53,2,120,,connector,20,"LINESTRING (-111.9274309 33.4252740, -111.9278467 33.4251994)",auto;bike;walk,1,0,,
,5710,,898,3111,1,39.53,2,120,,connector,20,"LINESTRING (-111.9278467 33.4251994, -111.9274309 33.4252740)",auto;bike;walk,1,0,,
,5711,,3112,776,1,68.1,2,120,,connector,20,"LINESTRING (-111.9270376 33.4252750, -111.9263790 33.4250061)",auto;bike;walk,1,0,,
,5712,,776,3112,1,68.1,2,120,,connector,20,"LINESTRING (-111.9263790 33.4250061, -111.9270376 33.4252750)",auto;bike;walk,1,0,,
,5713,,3113,776,1,52.22,2,120,,connector,20,"LINESTRING (-111.9268410 33.4252740, -111.9263790 33.4250061)",auto;bike;walk,1,0,,
,5714,,776,3113,1,52.22,2,120,,connector,20,"LINESTRING (-111.9263790 33.4250061, -111.9268410 33.4252740)",auto;bike;walk,1,0,,
,5715,,3114,776,1,46.02,2,120,,connector,20,"LINESTRING (-111.9268422 33.4248596, -111.9263790 33.4250061)",auto;bike;walk,1,0,,
,5716,,776,3114,1,46.02,2,120,,connector,20,"LINESTRING (-111.9263790 33.4250061, -111.9268422 33.4248596)",auto;bike;walk,1,0,,
,5717,,3115,1087,1,58.98,2,120,,connector,20,"LINESTRING (-111.9270376 33.4248576, -111.9275131 33.4245054)",auto;bike;walk,1,0,,
,5718,,1087,3115,1,58.98,2,120,,connector,20,"LINESTRING (-111.9275131 33.4245054, -111.9270376 33.4248576)",auto;bike;walk,1,0,,
,5719,,3116,1087,1,47.18,2,120,,connector,20,"LINESTRING (-111.9272354 33.4248616, -111.9275131 33.4245054)",auto;bike;walk,1,0,,
,5720,,1087,3116,1,47.18,2,120,,connector,20,"LINESTRING (-111.9275131 33.4245054, -111.9272354 33.4248616)",auto;bike;walk,1,0,,
,5721,,3117,900,1,38.04,2,120,,connector,20,"LINESTRING (-111.9274309 33.4248627, -111.9278399 33.4248549)",auto;bike;walk,1,0,,
,5722,,900,3117,1,38.04,2,120,,connector,20,"LINESTRING (-111.9278399 33.4248549, -111.9274309 33.4248627)",auto;bike;walk,1,0,,
,5723,,3118,809,1,44.92,2,120,,connector,20,"LINESTRING (-111.9314228 33.4170031, -111.9313962 33.4174076)",auto;bike;walk,1,0,,
,5724,,809,3118,1,44.92,2,120,,connector,20,"LINESTRING (-111.9313962 33.4174076, -111.9314228 33.4170031)",auto;bike;walk,1,0,,
,5725,,3119,2358,1,71.68,2,120,,connector,20,"LINESTRING (-111.9314200 33.4166543, -111.9314576 33.4160085)",auto;bike;walk,1,0,,
,5726,,2358,3119,1,71.68,2,120,,connector,20,"LINESTRING (-111.9314576 33.4160085, -111.9314200 33.4166543)",auto;bike;walk,1,0,,
,5727,,3120,2358,1,32.92,2,120,,connector,20,"LINESTRING (-111.9314156 33.4163034, -111.9314576 33.4160085)",auto;bike;walk,1,0,,
,5728,,2358,3120,1,32.92,2,120,,connector,20,"LINESTRING (-111.9314576 33.4160085, -111.9314156 33.4163034)",auto;bike;walk,1,0,,
,5729,,3121,809,1,24.33,2,120,,connector,20,"LINESTRING (-111.9314262 33.4171896, -111.9313962 33.4174076)",auto;bike;walk,1,0,,
,5730,,809,3121,1,24.33,2,120,,connector,20,"LINESTRING (-111.9313962 33.4174076, -111.9314262 33.4171896)",auto;bike;walk,1,0,,
,5731,,3122,486,1,13.98,2,120,,connector,20,"LINESTRING (-111.9260883 33.4228016, -111.9262331 33.4228357)",auto;bike;walk,1,0,,
,5732,,486,3122,1,13.98,2,120,,connector,20,"LINESTRING (-111.9262331 33.4228357, -111.9260883 33.4228016)",auto;bike;walk,1,0,,
,5733,,3123,1457,1,19.92,2,120,,connector,20,"LINESTRING (-111.9267464 33.4221695, -111.9265324 33.4221598)",auto;bike;walk,1,0,,
,5734,,1457,3123,1,19.92,2,120,,connector,20,"LINESTRING (-111.9265324 33.4221598, -111.9267464 33.4221695)",auto;bike;walk,1,0,,
,5735,,3124,2185,1,10.24,2,120,,connector,20,"LINESTRING (-111.9264792 33.4151468, -111.9264560 33.4150565)",auto;bike;walk,1,0,,
,5736,,2185,3124,1,10.24,2,120,,connector,20,"LINESTRING (-111.9264560 33.4150565, -111.9264792 33.4151468)",auto;bike;walk,1,0,,
,5737,,3125,2279,1,19.7,2,120,,connector,20,"LINESTRING (-111.9404249 33.4292718, -111.9403000 33.4291283)",auto;bike;walk,1,0,,
